order_item_id,order_id,product_id,quantity,price
234,148,25,5,56434
235,872,89,3,23578
236,1086,203,3,1755
237,1110,269,4,69110
238,644,275,2,59305
239,487,124,1,61075
240,1984,273,3,30207
241,623,267,1,21797
242,1861,299,3,38762
243,1479,32,4,33883
244,1236,3,3,43499
245,1941,195,3,64844
246,1554,224,3,73472
247,62,66,4,23594
248,928,202,5,78084
249,533,100,5,23968
250,542,195,5,64844
251,1765,110,5,56565
252,1313,67,5,51875
253,1504,132,3,72742
254,1043,85,3,6764
255,1089,284,2,8456
256,357,135,5,79563
257,1218,68,1,14502
258,298,265,4,29609
259,1744,87,4,52776
260,236,198,3,36398
261,1869,122,3,6796
262,784,216,3,8336
263,693,150,1,63822
264,1572,199,1,34213
265,868,10,3,51332
266,357,29,2,1515
267,1203,68,5,14502
268,1032,32,1,33883
269,1800,18,4,4812
270,363,139,4,2765
271,1061,237,4,4469
272,9,135,5,79563
273,103,144,1,43611
274,1294,114,1,51081
275,1378,138,2,61705
276,1094,205,1,73578
277,1057,138,4,61705
278,1373,250,2,57399
279,738,73,3,62668
280,1521,162,5,74985
281,1042,102,1,36425
282,1949,245,3,57781
283,891,175,1,68600
284,146,224,2,73472
285,789,176,1,57855
286,332,134,5,61314
287,1095,275,3,59305
288,999,117,2,27927
289,1633,217,2,28444
290,1555,107,4,5208
291,115,207,1,41292
292,1624,268,2,19423
293,645,216,3,8336
294,322,162,1,74985
295,125,276,2,22839
296,106,222,1,7679
297,555,76,4,4598
298,563,17,3,69101
299,1943,45,5,78282
300,1785,103,5,74263
301,362,142,3,31857
302,1743,256,3,57429
303,1894,21,5,38420
304,1584,269,4,69110
305,1579,22,1,72670
306,1430,133,5,66139
307,634,140,2,46637
308,545,38,5,22586
309,1348,166,4,32826
310,527,161,3,71373
311,1673,23,2,63064
312,492,119,1,39702
313,1829,7,1,36111
314,1998,176,1,57855
315,513,270,3,71934
316,1239,279,4,21561
317,1162,158,4,26501
318,614,285,3,78454
319,865,216,4,8336
320,1533,180,5,46162
321,546,70,2,45796
322,1682,220,2,16960
323,78,102,2,36425
324,745,175,1,68600
325,1841,106,3,50323
326,250,213,4,47639
327,490,40,2,78064
328,110,154,3,53551
329,60,259,4,72994
330,552,1,2,16160
331,17,21,2,38420
332,1281,221,2,65477
333,320,135,5,79563
334,552,235,3,1451
335,654,90,2,10799
336,1336,217,5,28444
337,1149,166,5,32826
338,116,73,3,62668
339,844,258,4,37968
340,1199,185,1,25232
341,928,41,4,52474
342,1042,290,2,39776
343,570,259,5,72994
344,200,227,4,6511
345,554,52,5,46290
346,1784,179,5,47267
347,1777,66,4,23594
348,929,155,2,55976
349,1125,63,3,56699
350,1203,39,4,78557
351,839,68,5,14502
352,111,27,3,68979
353,863,296,1,57194
354,1063,116,2,9864
355,415,283,5,5733
356,1535,31,5,56011
357,1564,248,3,79073
358,1771,33,5,37525
359,425,108,4,57551
360,944,26,4,61285
361,340,97,1,15647
362,1887,83,1,23812
363,1658,117,5,27927
364,1769,171,4,53367
365,1650,246,1,28052
366,378,1,4,16160
367,86,204,2,78455
368,1323,30,2,50548
369,1637,80,1,51136
370,129,87,5,52776
371,861,4,2,6224
372,614,97,1,15647
373,1297,269,1,69110
374,1259,30,1,50548
375,854,298,5,52617
376,229,243,2,13095
377,436,152,1,7522
378,1949,207,2,41292
379,1581,3,2,43499
380,773,171,5,53367
381,727,116,2,9864
382,1217,73,3,62668
383,690,265,5,29609
384,771,193,1,66327
385,1677,256,1,57429
386,1570,235,1,1451
387,1089,47,1,43320
388,786,189,4,9944
389,1851,12,5,70678
390,1399,253,2,35313
391,156,18,4,4812
392,695,272,2,58129
393,732,3,1,43499
394,600,230,1,9673
395,204,129,3,74967
396,1887,217,3,28444
397,305,122,4,6796
398,726,143,1,39356
399,775,37,3,71253
400,823,45,5,78282
401,599,122,4,6796
402,852,257,4,48286
403,989,155,5,55976
404,542,270,3,71934
405,505,217,3,28444
406,1931,266,3,71235
407,471,6,1,65480
408,1982,134,5,61314
409,1377,20,3,15753
410,1239,239,5,71901
411,205,149,3,6030
412,807,223,2,10747
413,1609,221,2,65477
414,1104,84,2,57382
415,1105,229,1,73396
416,1292,62,2,40166
417,55,270,5,71934
418,1228,73,2,62668
419,1297,161,2,71373
420,1299,208,4,19224
421,426,250,4,57399
422,1012,90,3,10799
423,148,78,1,62906
424,547,293,3,21663
425,1690,85,1,6764
426,546,179,5,47267
427,504,274,2,64036
428,1664,63,5,56699
429,1304,53,3,46073
430,1853,24,4,25662
431,563,98,1,23508
432,683,260,5,13168
433,1877,166,1,32826
434,96,89,5,23578
435,1180,40,5,78064
436,219,206,5,77858
437,1185,195,4,64844
438,1478,230,3,9673
439,567,91,3,14200
440,1661,75,4,73656
441,957,202,5,78084
442,252,262,5,29602
443,1895,42,1,32068
444,723,163,1,76829
445,659,146,2,57810
446,660,14,4,18758
447,306,219,2,79740
448,1022,14,1,18758
449,1246,252,5,10731
450,923,130,5,74149
451,1127,76,4,4598
452,1148,68,3,14502
453,642,185,2,25232
454,1112,131,1,62410
455,529,244,4,43756
456,729,8,5,22298
457,1007,276,1,22839
458,543,110,1,56565
459,1857,100,5,23968
460,1820,187,2,72619
461,520,18,5,4812
462,558,79,5,38406
463,1349,59,3,47710
464,1844,240,5,42131
465,1001,279,2,21561
466,624,151,2,27058
467,653,128,2,29433
468,481,244,3,43756
469,383,9,4,18294
470,314,231,4,35645
471,358,289,3,70425
472,733,136,1,71487
473,1550,293,2,21663
474,726,215,2,36148
475,1847,48,2,7071
476,1059,93,1,68326
477,1955,202,4,78084
478,325,283,3,5733
479,1597,268,2,19423
480,574,296,3,57194
481,73,9,2,18294
482,137,261,1,13527
483,1539,300,5,2841
484,1323,51,5,22032
485,1854,300,5,2841
486,1211,11,4,13430
487,8,182,1,36481
488,41,169,2,74790
489,1563,148,3,1156
490,1506,224,1,73472
491,480,278,2,70952
492,492,134,5,61314
493,1805,115,4,20804
494,1946,116,3,9864
495,1487,61,3,13560
496,1342,52,4,46290
497,202,69,1,38506
498,1945,159,3,7372
499,399,227,1,6511
500,565,122,2,6796
501,1056,256,3,57429
502,92,138,1,61705
503,1884,189,4,9944
504,511,214,3,1561
505,1463,258,2,37968
506,1970,250,4,57399
507,1493,68,1,14502
508,892,266,4,71235
509,773,177,4,41201
510,217,80,5,51136
511,790,111,3,52888
512,1230,137,1,40811
513,1258,38,4,22586
514,847,32,5,33883
515,1759,299,3,38762
516,161,29,5,1515
517,1610,136,4,71487
518,108,226,2,55443
519,714,236,1,48023
520,1021,55,2,23449
521,1777,261,2,13527
522,442,151,5,27058
523,689,121,2,38961
524,1329,168,4,38032
525,1758,10,5,51332
526,484,99,4,20686
527,1781,24,5,25662
528,999,166,3,32826
529,1689,170,1,2333
530,881,48,4,7071
531,1602,194,1,79132
532,1631,177,1,41201
533,681,256,4,57429
534,1062,295,3,32037
535,854,170,1,2333
536,116,106,3,50323
537,1650,190,3,9679
538,359,123,2,15639
539,1573,115,4,20804
540,205,239,3,71901
541,1480,81,3,72735
542,899,113,4,68082
543,961,201,4,21732
544,646,247,2,14629
545,687,52,3,46290
546,1746,65,2,43524
547,1706,148,2,1156
548,1793,300,4,2841
549,1889,39,2,78557
550,672,277,3,14294
551,439,30,5,50548
552,1552,18,2,4812
553,1911,184,5,47839
554,1855,20,5,15753
555,1662,266,4,71235
556,901,248,2,79073
557,1944,126,3,34565
558,1069,245,5,57781
559,358,151,4,27058
560,1921,272,5,58129
561,636,136,2,71487
562,913,217,2,28444
563,1375,84,2,57382
564,1426,11,4,13430
565,821,77,3,23855
566,358,201,2,21732
567,1137,130,4,74149
568,1498,165,1,14506
569,1951,198,1,36398
570,1160,42,5,32068
571,1351,271,1,33362
572,727,139,2,2765
573,880,84,5,57382
574,794,287,3,49394
575,1678,29,2,1515
576,151,6,3,65480
577,1334,240,4,42131
578,1232,73,5,62668
579,1554,15,2,59100
580,1912,161,3,71373
581,1543,252,2,10731
582,1684,36,2,59058
583,819,83,5,23812
584,1348,143,3,39356
585,1988,124,4,61075
586,1280,183,2,22648
587,1686,7,5,36111
588,1820,260,4,13168
589,358,165,1,14506
590,287,176,2,57855
591,950,51,3,22032
592,638,99,1,20686
593,866,65,2,43524
594,1105,103,5,74263
595,886,193,4,66327
596,1673,20,5,15753
597,1065,6,4,65480
598,1648,98,2,23508
599,191,202,1,78084
600,731,253,5,35313
601,45,72,5,51147
602,1483,166,5,32826
603,1300,16,5,60563
604,1097,87,3,52776
605,4,67,1,51875
606,1373,272,4,58129
607,1500,51,2,22032
608,1349,195,4,64844
609,1211,225,1,22840
610,590,63,2,56699
611,1180,68,4,14502
612,1551,288,3,66172
613,465,112,4,32151
614,1515,243,2,13095
615,610,195,5,64844
616,1560,112,4,32151
617,1557,5,4,59227
618,1253,208,4,19224
619,1850,134,3,61314
620,198,104,3,41994
621,1619,214,4,1561
622,1176,35,5,45264
623,30,52,2,46290
624,1694,83,3,23812
625,907,170,5,2333
626,1416,20,1,15753
627,1120,46,1,75766
628,1893,291,4,881
629,47,245,5,57781
630,1096,20,2,15753
631,459,100,2,23968
632,795,116,5,9864
633,1672,127,5,55746
634,1645,171,1,53367
635,741,191,4,58529
636,857,179,1,47267
637,95,216,5,8336
638,534,295,1,32037
639,1151,75,5,73656
640,645,123,1,15639
641,1978,82,3,4126
642,678,260,4,13168
643,638,272,2,58129
644,327,121,2,38961
645,481,43,4,7488
646,1728,158,4,26501
647,1981,221,4,65477
648,8,192,2,35481
649,282,70,2,45796
650,1874,53,3,46073
651,304,74,2,29053
652,1133,203,3,1755
653,225,100,5,23968
654,764,169,4,74790
655,328,150,1,63822
656,533,117,5,27927
657,1974,263,3,55506
658,1654,41,3,52474
659,1488,107,3,5208
660,1826,257,5,48286
661,764,129,4,74967
662,1056,237,4,4469
663,60,156,3,30812
664,576,28,3,73313
665,1679,79,4,38406
666,226,281,4,32495
667,1895,241,4,17316
668,1466,72,1,51147
669,1668,230,1,9673
670,732,168,3,38032
671,1144,65,2,43524
672,235,63,1,56699
673,595,46,4,75766
674,143,165,2,14506
675,253,239,2,71901
676,167,223,3,10747
677,1939,12,4,70678
678,5,24,1,25662
679,1186,3,1,43499
680,80,255,4,42977
681,1216,278,3,70952
682,172,177,1,41201
683,1178,297,4,34940
684,867,21,4,38420
685,819,267,4,21797
686,1087,182,1,36481
687,319,259,4,72994
688,1432,105,4,7487
689,1835,115,3,20804
690,1751,210,3,2636
691,140,71,4,32551
692,1208,169,2,74790
693,1044,228,3,39314
694,1598,131,5,62410
695,1017,250,5,57399
696,760,216,2,8336
697,1350,219,2,79740
698,789,269,1,69110
699,829,8,1,22298
700,1537,30,2,50548
701,1045,199,4,34213
702,851,198,2,36398
703,1431,217,1,28444
704,1370,218,1,46157
705,1172,88,4,48286
706,1188,214,4,1561
707,1613,60,2,22191
708,494,270,4,71934
709,1121,106,1,50323
710,1142,48,2,7071
711,685,178,4,38787
712,594,197,3,24426
713,1499,91,2,14200
714,354,189,3,9944
715,763,150,2,63822
716,38,131,3,62410
717,1802,179,3,47267
718,1682,99,5,20686
719,521,65,5,43524
720,1997,241,2,17316
721,1311,26,2,61285
722,1583,119,4,39702
723,423,206,4,77858
724,1899,93,1,68326
725,1370,155,5,55976
726,1675,126,1,34565
727,1397,46,2,75766
728,1423,281,4,32495
729,983,286,5,14521
730,1184,213,3,47639
731,441,77,2,23855
732,1978,53,3,46073
733,610,180,4,46162
734,1825,105,1,7487
735,1848,300,3,2841
736,329,98,3,23508
737,1421,221,3,65477
738,1079,213,2,47639
739,578,110,2,56565
740,234,24,4,25662
741,1603,100,5,23968
742,112,36,3,59058
743,912,213,2,47639
744,1786,82,1,4126
745,1426,156,2,30812
746,1603,42,3,32068
747,218,111,1,52888
748,365,52,2,46290
749,575,40,1,78064
750,639,238,4,39680
751,799,224,3,73472
752,766,159,1,7372
753,1246,210,5,2636
754,57,162,1,74985
755,180,267,3,21797
756,1219,288,1,66172
757,1790,20,2,15753
758,440,155,5,55976
759,1247,187,5,72619
760,520,159,2,7372
761,1322,277,3,14294
762,275,222,1,7679
763,1791,250,2,57399
764,1012,282,5,22946
765,1474,167,3,32983
766,321,175,3,68600
767,1988,154,4,53551
768,676,57,4,57240
769,1537,147,5,25534
770,1929,94,2,7919
771,1473,89,3,23578
772,1988,165,1,14506
773,127,140,3,46637
774,643,194,2,79132
775,1957,75,2,73656
776,655,2,4,23346
777,352,221,4,65477
778,628,149,4,6030
779,1121,84,2,57382
780,48,207,3,41292
781,789,145,5,63707
782,1226,78,5,62906
783,859,173,1,23010
784,1116,112,1,32151
785,1143,75,3,73656
786,887,179,1,47267
787,303,268,5,19423
788,1010,120,2,55120
789,1217,119,4,39702
790,1609,98,3,23508
791,1260,70,2,45796
792,1053,75,2,73656
793,1693,184,1,47839
794,157,163,1,76829
795,381,168,2,38032
796,656,135,2,79563
797,742,291,4,881
798,1264,245,1,57781
799,669,218,4,46157
800,924,89,2,23578
801,1240,173,3,23010
802,241,267,4,21797
803,1174,52,4,46290
804,1457,50,1,21174
805,640,224,1,73472
806,1028,279,4,21561
807,1722,87,3,52776
808,178,156,3,30812
809,769,180,1,46162
810,219,122,4,6796
811,356,24,2,25662
812,1673,1,2,16160
813,1667,139,5,2765
814,347,244,2,43756
815,1987,92,5,44361
816,1401,159,5,7372
817,346,189,4,9944
818,156,262,2,29602
819,73,22,3,72670
820,1090,286,5,14521
821,604,240,5,42131
822,116,180,1,46162
823,213,30,1,50548
824,557,219,4,79740
825,47,221,1,65477
826,652,283,1,5733
827,1522,215,5,36148
828,155,6,3,65480
829,1005,140,4,46637
830,1363,122,1,6796
831,40,99,3,20686
832,300,175,5,68600
833,1413,37,5,71253
834,154,118,4,48600
835,823,46,3,75766
836,155,39,5,78557
837,536,72,4,51147
838,736,240,1,42131
839,1019,1,2,16160
840,226,228,1,39314
841,150,175,1,68600
842,1445,132,4,72742
843,547,78,3,62906
844,1418,31,1,56011
845,1779,110,3,56565
846,1632,87,4,52776
847,1163,257,3,48286
848,1824,270,2,71934
849,1013,82,2,4126
850,152,219,1,79740
851,1769,186,4,7524
852,1012,258,3,37968
853,988,21,1,38420
854,471,224,1,73472
855,1352,9,3,18294
856,173,100,4,23968
857,1387,219,2,79740
858,1097,184,4,47839
859,273,34,1,67022
860,1945,234,5,47800
861,176,223,2,10747
862,73,194,3,79132
863,858,239,4,71901
864,673,263,4,55506
865,1009,73,4,62668
866,286,266,4,71235
867,1172,72,5,51147
868,742,36,4,59058
869,563,261,2,13527
870,833,168,3,38032
871,520,220,4,16960
872,1139,232,3,76955
873,1241,77,4,23855
874,131,74,5,29053
875,1274,31,5,56011
876,99,249,1,3513
877,1121,123,1,15639
878,552,197,3,24426
879,609,101,1,6154
880,1891,103,4,74263
881,757,265,4,29609
882,77,230,3,9673
883,1449,67,3,51875
884,1648,101,1,6154
885,1484,192,5,35481
886,181,1,2,16160
887,796,46,5,75766
888,977,153,2,11817
889,1129,90,2,10799
890,698,222,1,7679
891,1405,208,1,19224
892,1288,147,4,25534
893,1450,210,5,2636
894,1270,84,1,57382
895,711,199,1,34213
896,331,10,5,51332
897,1463,197,5,24426
898,620,102,1,36425
899,2,152,3,7522
900,1801,5,3,59227
901,1129,48,3,7071
902,540,1,1,16160
903,443,130,3,74149
904,1290,194,2,79132
905,1975,95,3,2417
906,1053,258,1,37968
907,9,252,2,10731
908,1895,231,3,35645
909,1396,112,1,32151
910,302,214,4,1561
911,892,300,3,2841
912,1535,75,2,73656
913,1868,164,4,62031
914,1585,188,3,60932
915,1767,126,2,34565
916,1867,252,3,10731
917,1092,21,4,38420
918,1430,131,4,62410
919,1407,29,4,1515
920,1712,10,1,51332
921,648,143,2,39356
922,1183,174,2,20729
923,1654,185,3,25232
924,317,64,2,21839
925,707,138,3,61705
926,822,5,2,59227
927,180,138,2,61705
928,1013,161,1,71373
929,1813,126,4,34565
930,1917,27,4,68979
931,463,238,3,39680
932,609,79,3,38406
933,72,108,5,57551
934,299,182,5,36481
935,925,162,4,74985
936,1178,109,3,12374
937,559,79,5,38406
938,800,69,2,38506
939,817,169,4,74790
940,257,234,3,47800
941,1870,269,2,69110
942,1128,147,5,25534
943,1941,30,1,50548
944,748,73,2,62668
945,872,189,2,9944
946,30,268,1,19423
947,1548,10,1,51332
948,1849,163,2,76829
949,585,26,5,61285
950,1374,82,3,4126
951,1674,151,2,27058
952,789,220,1,16960
953,922,298,1,52617
954,265,127,2,55746
955,824,292,4,53929
956,1936,3,4,43499
957,173,293,1,21663
958,120,25,1,56434
959,89,51,3,22032
960,1463,104,4,41994
961,880,103,3,74263
962,1069,96,4,55407
963,1839,78,3,62906
964,1815,103,4,74263
965,135,87,4,52776
966,357,123,1,15639
967,1780,184,2,47839
968,1410,86,2,76283
969,56,102,1,36425
970,290,216,2,8336
971,314,230,2,9673
972,759,272,3,58129
973,1199,284,4,8456
974,1436,26,1,61285
975,635,210,1,2636
976,480,151,5,27058
977,1396,44,3,25630
978,1212,285,3,78454
979,264,136,1,71487
980,166,253,1,35313
981,937,19,3,75908
982,1661,215,5,36148
983,936,31,1,56011
984,1409,199,1,34213
985,1683,78,3,62906
986,1561,31,1,56011
987,844,202,4,78084
988,604,44,4,25630
989,721,280,4,19003
990,644,233,5,22803
991,327,173,2,23010
992,1501,161,5,71373
993,1575,12,5,70678
994,1072,27,4,68979
995,1929,61,4,13560
996,58,1,2,16160
997,284,269,1,69110
998,646,251,1,71585
999,1142,125,5,10999
1000,1972,167,2,32983
1001,1228,143,5,39356
1002,1176,271,5,33362
1003,1124,79,2,38406
1004,995,151,3,27058
1005,95,25,5,56434
1006,731,114,1,51081
1007,549,286,2,14521
1008,1956,193,2,66327
1009,419,38,5,22586
1010,543,21,1,38420
1011,462,147,1,25534
1012,298,86,5,76283
1013,1261,150,3,63822
1014,999,48,3,7071
1015,82,165,5,14506
1016,162,186,3,7524
1017,613,81,1,72735
1018,1119,46,5,75766
1019,1751,239,3,71901
1020,117,171,5,53367
1021,1768,299,5,38762
1022,71,58,4,25071
1023,1746,204,2,78455
1024,1478,13,3,14754
1025,1523,19,2,75908
1026,269,162,4,74985
1027,711,181,1,49865
1028,670,110,3,56565
1029,222,201,4,21732
1030,169,34,2,67022
1031,266,11,5,13430
1032,1632,7,1,36111
1033,597,275,5,59305
1034,1299,60,3,22191
1035,1423,295,2,32037
1036,1739,230,3,9673
1037,1774,162,2,74985
1038,1141,161,5,71373
1039,1478,114,2,51081
1040,117,215,2,36148
1041,1823,242,1,66085
1042,28,228,2,39314
1043,1073,206,4,77858
1044,1600,220,5,16960
1045,703,96,1,55407
1046,65,98,1,23508
1047,1924,285,2,78454
1048,1365,183,5,22648
1049,676,162,4,74985
1050,722,244,2,43756
1051,1693,162,4,74985
1052,50,63,3,56699
1053,719,11,1,13430
1054,546,210,5,2636
1055,1563,233,1,22803
1056,421,240,1,42131
1057,1913,29,3,1515
1058,1584,9,4,18294
1059,142,278,5,70952
1060,839,216,5,8336
1061,1596,224,5,73472
1062,784,176,4,57855
1063,1986,130,2,74149
1064,809,269,3,69110
1065,123,92,4,44361
1066,1096,101,5,6154
1067,1743,114,4,51081
1068,1382,63,5,56699
1069,1943,245,3,57781
1070,560,121,2,38961
1071,1183,175,4,68600
1072,1273,122,5,6796
1073,672,87,5,52776
1074,1576,280,1,19003
1075,675,151,4,27058
1076,1786,69,1,38506
1077,721,91,3,14200
1078,1464,107,1,5208
1079,107,177,5,41201
1080,1345,280,4,19003
1081,788,265,1,29609
1082,161,283,5,5733
1083,566,121,3,38961
1084,1680,61,2,13560
1085,1697,95,1,2417
1086,109,112,4,32151
1087,1431,237,1,4469
1088,257,2,3,23346
1089,313,197,1,24426
1090,1793,130,5,74149
1091,26,289,5,70425
1092,1746,39,4,78557
1093,469,260,4,13168
1094,815,102,4,36425
1095,674,283,5,5733
1096,230,167,2,32983
1097,1907,102,5,36425
1098,208,66,4,23594
1099,276,166,4,32826
1100,36,191,1,58529
1101,1551,121,2,38961
1102,387,111,1,52888
1103,946,242,3,66085
1104,734,167,5,32983
1105,773,263,3,55506
1106,1361,169,5,74790
1107,1163,204,3,78455
1108,1380,168,2,38032
1109,858,102,4,36425
1110,1942,227,2,6511
1111,1194,289,4,70425
1112,1003,129,1,74967
1113,1414,34,5,67022
1114,1208,17,3,69101
1115,762,187,3,72619
1116,1406,37,5,71253
1117,745,266,2,71235
1118,229,26,4,61285
1119,690,183,5,22648
1120,317,185,3,25232
1121,574,12,4,70678
1122,59,14,4,18758
1123,1652,293,5,21663
1124,1040,74,1,29053
1125,438,19,4,75908
1126,1197,133,1,66139
1127,1194,48,5,7071
1128,716,267,3,21797
1129,318,43,3,7488
1130,1072,89,3,23578
1131,1922,97,3,15647
1132,716,297,2,34940
1133,708,291,3,881
1134,1130,281,1,32495
1135,1989,27,3,68979
1136,649,51,3,22032
1137,1866,153,2,11817
1138,1847,11,5,13430
1139,28,151,3,27058
1140,1254,176,4,57855
1141,47,279,4,21561
1142,200,175,1,68600
1143,1416,294,5,15289
1144,1113,42,2,32068
1145,1941,137,5,40811
1146,1734,166,3,32826
1147,2000,11,4,13430
1148,475,170,1,2333
1149,596,85,2,6764
1150,283,24,5,25662
1151,22,97,3,15647
1152,536,96,5,55407
1153,1144,213,4,47639
1154,508,228,5,39314
1155,527,175,2,68600
1156,200,55,1,23449
1157,715,24,4,25662
1158,1808,127,2,55746
1159,780,206,1,77858
1160,1963,64,5,21839
1161,838,21,2,38420
1162,1020,261,5,13527
1163,942,287,5,49394
1164,931,132,4,72742
1165,1502,153,3,11817
1166,266,41,4,52474
1167,95,286,3,14521
1168,1222,183,2,22648
1169,1585,289,4,70425
1170,404,14,4,18758
1171,351,233,4,22803
1172,1347,278,3,70952
1173,1073,233,5,22803
1174,807,79,4,38406
1175,1228,172,1,18332
1176,281,172,4,18332
1177,712,31,3,56011
1178,935,55,3,23449
1179,1862,48,4,7071
1180,1653,266,4,71235
1181,1527,230,4,9673
1182,218,145,4,63707
1183,1273,19,5,75908
1184,571,262,1,29602
1185,624,263,1,55506
1186,805,284,5,8456
1187,104,79,5,38406
1188,1684,237,5,4469
1189,440,37,4,71253
1190,1721,227,1,6511
1191,815,115,3,20804
1192,1076,227,4,6511
1193,1929,114,4,51081
1194,116,108,2,57551
1195,1981,189,5,9944
1196,168,4,4,6224
